TestID,Platform,GPU,Case,MBS,M,N,K,Dtype,Check,Forward Time (ms),Forward TFLOPS,Backward Time (ms),Backward TFLOPS
62,ROCm,MI300X,Qwen2.5-72B,1,8192,8192,8192,bf16,PASS,1.91,575.45,4.02,546.71
63,ROCm,MI300X,Qwen2.5-72B,1,8192,59136,8192,bf16,PASS,13.28,597.85,30.15,526.56
64,ROCm,MI300X,Qwen2.5-72B,1,8192,8192,29568,bf16,PASS,6.82,581.65,14.84,535.02
65,ROCm,MI300X,Qwen2.5-72B,2,16384,10240,8192,bf16,PASS,4.56,602.72,10.36,530.65
66,ROCm,MI300X,Qwen2.5-72B,2,16384,8192,8192,bf16,PASS,3.63,606.57,8.29,530.59
67,ROCm,MI300X,Qwen2.5-72B,2,16384,59136,8192,bf16,PASS,26.28,604.12,57.32,553.85
68,ROCm,MI300X,Qwen2.5-72B,2,16384,8192,29568,bf16,PASS,12.68,625.85,29.47,538.59
69,ROCm,MI300X,Qwen2.5-72B,4,32768,10240,8192,bf16,PASS,9.01,610.04,20.63,533.06
70,ROCm,MI300X,Qwen2.5-72B,4,32768,8192,8192,bf16,PASS,7.62,576.95,16.43,535.28
71,ROCm,MI300X,Qwen2.5-72B,4,32768,59136,8192,bf16,PASS,52.87,600.46,119.19,532.74
72,ROCm,MI300X,Qwen2.5-72B,4,32768,8192,29568,bf16,PASS,26.54,598.04,59.12,537.02
73,ROCm,MI300X,Mistral-7B,1,4096,6144,4096,bf16,PASS,0.46,449.21,0.86,477.84
74,ROCm,MI300X,Mistral-7B,1,4096,4096,4096,bf16,PASS,0.24,569.25,0.55,498.90
75,ROCm,MI300X,Mistral-7B,1,4096,28672,4096,bf16,PASS,1.65,582.04,3.59,536.64
76,ROCm,MI300X,Mistral-7B,1,4096,4096,14336,bf16,PASS,0.81,594.20,1.81,532.61
77,ROCm,MI300X,Mistral-7B,2,8192,6144,4096,bf16,PASS,0.73,568.08,1.64,502.37
78,ROCm,MI300X,Mistral-7B,2,8192,4096,4096,bf16,PASS,0.48,570.32,1.03,533.56
79,ROCm,MI300X,Mistral-7B,2,8192,28672,4096,bf16,PASS,3.28,587.01,7.00,549.58
80,ROCm,MI300X,Mistral-7B,2,8192,4096,14336,bf16,PASS,1.81,531.63,3.50,549.63
81,ROCm,MI300X,Mistral-7B,4,16384,6144,4096,bf16,PASS,1.49,553.33,3.32,496.36
82,ROCm,MI300X,Mistral-7B,4,16384,4096,4096,bf16,PASS,0.97,566.36,2.06,535.03
83,ROCm,MI300X,Mistral-7B,4,16384,28672,4096,bf16,PASS,6.61,582.42,14.03,548.71
84,ROCm,MI300X,Mistral-7B,4,16384,4096,14336,bf16,PASS,3.76,511.96,6.90,557.64
