TestID,Platform,GPU,Case,MBS,M,N,K,Dtype,Granularity,Check,Forward Time (ms),Forward TFLOPS,Backward Time (ms),Backward TFLOPS
43,ROCm,MI300X,Llama-3.1-405B,2,16384,106496,16384,fp8,tensorwise,PASS,63.86,895.26,130.15,878.58
44,ROCm,MI300X,Llama-3.1-405B,2,16384,16384,53248,fp8,tensorwise,PASS,33.43,855.11,64.67,884.12
45,ROCm,MI300X,Llama-3.1-405B,4,32768,18432,16384,fp8,tensorwise,PASS,22.54,877.95,45.26,874.56
46,ROCm,MI300X,Llama-3.1-405B,4,32768,16384,16384,fp8,tensorwise,PASS,19.43,905.28,39.69,886.57
47,ROCm,MI300X,Llama-3.1-405B,4,32768,106496,16384,fp8,tensorwise,PASS,126.78,901.96,247.02,925.81
48,ROCm,MI300X,Llama-3.1-405B,4,32768,16384,53248,fp8,tensorwise,PASS,63.06,906.65,125.69,909.79
49,ROCm,MI300X,Qwen2.5-7B,1,8192,4608,3584,fp8,tensorwise,PASS,0.36,741.87,0.77,702.50
50,ROCm,MI300X,Qwen2.5-7B,1,8192,3584,3584,fp8,tensorwise,PASS,0.34,614.45,0.65,644.46
51,ROCm,MI300X,Qwen2.5-7B,1,8192,37888,3584,fp8,tensorwise,PASS,2.59,860.43,5.79,768.67
52,ROCm,MI300X,Qwen2.5-7B,1,8192,3584,18944,fp8,tensorwise,PASS,1.65,672.80,2.98,746.34
53,ROCm,MI300X,Qwen2.5-7B,2,16384,4608,3584,fp8,tensorwise,PASS,0.69,783.96,1.42,761.49
54,ROCm,MI300X,Qwen2.5-7B,2,16384,3584,3584,fp8,tensorwise,PASS,0.57,741.24,1.20,700.27
55,ROCm,MI300X,Qwen2.5-7B,2,16384,37888,3584,fp8,tensorwise,PASS,5.21,854.18,10.79,824.81
56,ROCm,MI300X,Qwen2.5-7B,2,16384,3584,18944,fp8,tensorwise,PASS,2.81,791.51,6.02,739.74
57,ROCm,MI300X,Qwen2.5-7B,4,32768,4608,3584,fp8,tensorwise,PASS,1.36,793.87,2.81,769.98
58,ROCm,MI300X,Qwen2.5-7B,4,32768,3584,3584,fp8,tensorwise,PASS,1.10,767.82,2.37,711.48
59,ROCm,MI300X,Qwen2.5-7B,4,32768,37888,3584,fp8,tensorwise,PASS,10.22,871.10,21.20,839.71
60,ROCm,MI300X,Qwen2.5-7B,4,32768,3584,18944,fp8,tensorwise,PASS,5.41,821.95,12.24,727.09
61,ROCm,MI300X,Qwen2.5-72B,1,8192,10240,8192,fp8,tensorwise,PASS,1.66,826.56,3.39,811.43
62,ROCm,MI300X,Qwen2.5-72B,1,8192,8192,8192,fp8,tensorwise,PASS,1.36,811.11,2.73,804.34
63,ROCm,MI300X,Qwen2.5-72B,1,8192,59136,8192,fp8,tensorwise,PASS,9.80,810.26,19.45,816.06
64,ROCm,MI300X,Qwen2.5-72B,1,8192,8192,29568,fp8,tensorwise,PASS,4.76,833.03,10.09,786.81
65,ROCm,MI300X,Qwen2.5-72B,2,16384,10240,8192,fp8,tensorwise,PASS,3.08,891.10,6.46,851.62
66,ROCm,MI300X,Qwen2.5-72B,2,16384,8192,8192,fp8,tensorwise,PASS,2.48,886.56,5.16,851.74
67,ROCm,MI300X,Qwen2.5-72B,2,16384,59136,8192,fp8,tensorwise,PASS,18.50,857.96,36.72,864.65
68,ROCm,MI300X,Qwen2.5-72B,2,16384,8192,29568,fp8,tensorwise,PASS,9.16,866.96,19.27,823.84
69,ROCm,MI300X,Qwen2.5-72B,4,32768,10240,8192,fp8,tensorwise,PASS,5.90,931.10,13.02,844.57
70,ROCm,MI300X,Qwen2.5-72B,4,32768,8192,8192,fp8,tensorwise,PASS,4.86,904.30,10.42,843.99
71,ROCm,MI300X,Qwen2.5-72B,4,32768,59136,8192,fp8,tensorwise,PASS,35.82,886.39,71.34,890.06
72,ROCm,MI300X,Qwen2.5-72B,4,32768,8192,29568,fp8,tensorwise,PASS,18.20,872.24,37.86,838.67
73,ROCm,MI300X,Mistral-7B,1,4096,6144,4096,fp8,tensorwise,PASS,0.35,581.48,0.66,628.96
74,ROCm,MI300X,Mistral-7B,1,4096,4096,4096,fp8,tensorwise,PASS,0.22,631.78,0.42,652.91
75,ROCm,MI300X,Mistral-7B,1,4096,28672,4096,fp8,tensorwise,PASS,1.20,799.63,2.51,765.11
76,ROCm,MI300X,Mistral-7B,1,4096,4096,14336,fp8,tensorwise,PASS,0.68,707.94,1.30,741.45
77,ROCm,MI300X,Mistral-7B,2,8192,6144,4096,fp8,tensorwise,PASS,0.56,739.88,1.20,687.35
78,ROCm,MI300X,Mistral-7B,2,8192,4096,4096,fp8,tensorwise,PASS,0.39,697.90,0.77,712.51
79,ROCm,MI300X,Mistral-7B,2,8192,28672,4096,fp8,tensorwise,PASS,2.20,875.57,4.77,806.27
80,ROCm,MI300X,Mistral-7B,2,8192,4096,14336,fp8,tensorwise,PASS,1.27,754.75,2.40,802.63
81,ROCm,MI300X,Mistral-7B,4,16384,6144,4096,fp8,tensorwise,PASS,1.06,780.47,2.33,707.98
82,ROCm,MI300X,Mistral-7B,4,16384,4096,4096,fp8,tensorwise,PASS,0.74,744.21,1.49,739.05
83,ROCm,MI300X,Mistral-7B,4,16384,28672,4096,fp8,tensorwise,PASS,4.24,908.45,9.43,816.55
84,ROCm,MI300X,Mistral-7B,4,16384,4096,14336,fp8,tensorwise,PASS,2.43,792.96,4.66,824.97
