TestID,Platform,GPU,Case,B,M,N,K,Dtype,Check,Forward Time (ms),Forward TFLOPS,Backward Time (ms),Backward TFLOPS
218,ROCm,MI300X,Kimi-K2-Down,12,512,7168,2048,bf16,PASS,0.47,383.46,1.36,265.85
219,ROCm,MI300X,Kimi-K2-GateUP,12,1024,4096,7168,bf16,PASS,1.52,476.16,4.24,340.66
220,ROCm,MI300X,Kimi-K2-Down,12,1024,7168,2048,bf16,PASS,0.79,458.62,2.23,322.99
221,ROCm,MI300X,Kimi-K2-GateUP,12,2048,4096,7168,bf16,PASS,2.92,495.01,7.33,394.00
222,ROCm,MI300X,Kimi-K2-Down,12,2048,7168,2048,bf16,PASS,1.46,493.62,3.58,402.66
223,ROCm,MI300X,Kimi-K2-GateUP,12,4096,4096,7168,bf16,PASS,5.62,513.25,13.81,417.93
224,ROCm,MI300X,Kimi-K2-Down,12,4096,7168,2048,bf16,PASS,2.87,501.98,6.72,429.28
225,ROCm,MI300X,Kimi-K2-GateUP,12,8192,4096,7168,bf16,PASS,11.14,518.07,26.16,441.30
226,ROCm,MI300X,Kimi-K2-Down,12,8192,7168,2048,bf16,PASS,5.74,502.46,13.09,440.95
227,ROCm,MI300X,Kimi-K2-GateUP,12,16384,4096,7168,bf16,PASS,22.21,519.81,51.57,447.76
228,ROCm,MI300X,Kimi-K2-Down,12,16384,7168,2048,bf16,PASS,11.43,504.97,26.10,442.31
229,ROCm,MI300X,Kimi-K2-GateUP,24,512,4096,7168,bf16,PASS,1.61,446.88,5.42,266.19
230,ROCm,MI300X,Kimi-K2-Down,24,512,7168,2048,bf16,PASS,0.84,428.00,2.79,258.56
231,ROCm,MI300X,Kimi-K2-GateUP,24,1024,4096,7168,bf16,PASS,3.04,474.21,8.58,336.27
232,ROCm,MI300X,Kimi-K2-Down,24,1024,7168,2048,bf16,PASS,1.53,473.14,4.31,334.44
233,ROCm,MI300X,Kimi-K2-GateUP,24,2048,4096,7168,bf16,PASS,5.75,502.10,14.98,385.40
234,ROCm,MI300X,Kimi-K2-Down,24,2048,7168,2048,bf16,PASS,2.93,492.73,7.49,385.46
235,ROCm,MI300X,Kimi-K2-GateUP,24,4096,4096,7168,bf16,PASS,11.14,518.07,27.44,420.70
236,ROCm,MI300X,Kimi-K2-Down,24,4096,7168,2048,bf16,PASS,5.79,498.44,14.03,411.33
237,ROCm,MI300X,Kimi-K2-GateUP,24,8192,4096,7168,bf16,PASS,22.32,517.14,51.82,445.60
238,ROCm,MI300X,Kimi-K2-Down,24,8192,7168,2048,bf16,PASS,11.49,502.27,26.82,430.52
239,ROCm,MI300X,Kimi-K2-GateUP,24,16384,4096,7168,bf16,PASS,44.38,520.30,102.48,450.61
240,ROCm,MI300X,Kimi-K2-Down,24,16384,7168,2048,bf16,PASS,23.02,501.43,52.96,435.97
241,ROCm,MI300X,Kimi-K2-GateUP,48,512,4096,7168,bf16,PASS,3.22,448.06,10.80,267.27
242,ROCm,MI300X,Kimi-K2-Down,48,512,7168,2048,bf16,PASS,1.63,441.56,5.42,266.11
243,ROCm,MI300X,Kimi-K2-GateUP,48,1024,4096,7168,bf16,PASS,6.01,480.44,17.33,333.07
244,ROCm,MI300X,Kimi-K2-Down,48,1024,7168,2048,bf16,PASS,3.06,472.35,8.78,328.79
245,ROCm,MI300X,Kimi-K2-GateUP,48,2048,4096,7168,bf16,PASS,11.39,506.82,29.40,392.73
246,ROCm,MI300X,Kimi-K2-Down,48,2048,7168,2048,bf16,PASS,5.88,491.23,15.31,377.14
247,ROCm,MI300X,Kimi-K2-GateUP,48,4096,4096,7168,bf16,PASS,22.51,512.84,53.49,431.65
248,ROCm,MI300X,Kimi-K2-Down,48,4096,7168,2048,bf16,PASS,11.61,497.15,28.14,410.23
249,ROCm,MI300X,Kimi-K2-GateUP,48,8192,4096,7168,bf16,PASS,45.01,512.98,102.94,448.61
250,ROCm,MI300X,Kimi-K2-Down,48,8192,7168,2048,bf16,PASS,23.06,500.57,53.85,428.80
251,ROCm,MI300X,Kimi-K2-GateUP,48,16384,4096,7168,bf16,PASS,88.41,522.31,205.10,450.32
252,ROCm,MI300X,Kimi-K2-Down,48,16384,7168,2048,bf16,PASS,46.17,500.05,105.76,436.65
253,ROCm,MI300X,MoE-1T-GateUP,7,512,3840,8192,bf16,PASS,0.54,414.63,1.73,261.12
254,ROCm,MI300X,MoE-1T-Down,7,512,8192,1920,bf16,PASS,0.29,388.80,0.94,240.76
255,ROCm,MI300X,MoE-1T-GateUP,7,1024,3840,8192,bf16,PASS,1.03,439.94,2.57,350.78
256,ROCm,MI300X,MoE-1T-Down,7,1024,8192,1920,bf16,PASS,0.47,474.78,1.53,295.21
257,ROCm,MI300X,MoE-1T-GateUP,7,2048,3840,8192,bf16,PASS,1.77,509.22,4.55,396.13
258,ROCm,MI300X,MoE-1T-Down,7,2048,8192,1920,bf16,PASS,0.91,495.11,2.43,370.62
259,ROCm,MI300X,MoE-1T-GateUP,7,4096,3840,8192,bf16,PASS,3.46,521.07,8.71,414.01
260,ROCm,MI300X,MoE-1T-Down,7,4096,8192,1920,bf16,PASS,1.80,502.12,4.45,405.40
261,ROCm,MI300X,MoE-1T-GateUP,7,8192,3840,8192,bf16,PASS,7.16,503.82,16.99,424.72
262,ROCm,MI300X,MoE-1T-Down,7,8192,8192,1920,bf16,PASS,3.55,508.45,8.84,408.11
263,ROCm,MI300X,MoE-1T-GateUP,7,16384,3840,8192,bf16,PASS,14.14,510.24,34.05,423.80
264,ROCm,MI300X,MoE-1T-Down,7,16384,8192,1920,bf16,PASS,7.14,505.12,17.84,404.38
265,ROCm,MI300X,MoE-1T-GateUP,14,512,3840,8192,bf16,PASS,1.10,410.07,3.26,276.40
266,ROCm,MI300X,MoE-1T-Down,14,512,8192,1920,bf16,PASS,0.51,441.05,1.81,249.39
267,ROCm,MI300X,MoE-1T-GateUP,14,1024,3840,8192,bf16,PASS,1.86,485.83,5.30,340.27
268,ROCm,MI300X,MoE-1T-Down,14,1024,8192,1920,bf16,PASS,0.95,472.71,2.80,322.60
269,ROCm,MI300X,MoE-1T-GateUP,14,2048,3840,8192,bf16,PASS,3.56,507.09,9.31,387.37
270,ROCm,MI300X,MoE-1T-Down,14,2048,8192,1920,bf16,PASS,1.83,493.44,4.90,368.34
271,ROCm,MI300X,MoE-1T-GateUP,14,4096,3840,8192,bf16,PASS,7.14,505.06,17.51,412.05
272,ROCm,MI300X,MoE-1T-Down,14,4096,8192,1920,bf16,PASS,3.58,503.38,9.19,392.57
273,ROCm,MI300X,MoE-1T-GateUP,14,8192,3840,8192,bf16,PASS,14.14,510.33,33.80,426.99
274,ROCm,MI300X,MoE-1T-Down,14,8192,8192,1920,bf16,PASS,7.17,503.15,17.87,403.71
275,ROCm,MI300X,MoE-1T-GateUP,14,16384,3840,8192,bf16,PASS,28.23,511.22,67.27,429.02
276,ROCm,MI300X,MoE-1T-Down,14,16384,8192,1920,bf16,PASS,14.39,501.35,35.53,406.12
277,ROCm,MI300X,MoE-1T-GateUP,28,512,3840,8192,bf16,PASS,1.97,458.01,6.69,269.80
278,ROCm,MI300X,MoE-1T-Down,28,512,8192,1920,bf16,PASS,1.02,444.21,3.41,264.48
279,ROCm,MI300X,MoE-1T-GateUP,28,1024,3840,8192,bf16,PASS,3.69,488.37,10.73,336.08
280,ROCm,MI300X,MoE-1T-Down,28,1024,8192,1920,bf16,PASS,1.90,475.94,5.58,323.09
281,ROCm,MI300X,MoE-1T-GateUP,28,2048,3840,8192,bf16,PASS,7.31,493.32,19.10,377.84
282,ROCm,MI300X,MoE-1T-Down,28,2048,8192,1920,bf16,PASS,3.66,492.47,9.91,364.05
283,ROCm,MI300X,MoE-1T-GateUP,28,4096,3840,8192,bf16,PASS,14.21,507.82,34.83,414.37
284,ROCm,MI300X,MoE-1T-Down,28,4096,8192,1920,bf16,PASS,8.25,437.53,18.50,390.02
285,ROCm,MI300X,MoE-1T-GateUP,28,8192,3840,8192,bf16,PASS,28.34,509.15,67.34,428.60
286,ROCm,MI300X,MoE-1T-Down,28,8192,8192,1920,bf16,PASS,14.45,499.36,35.70,404.20
287,ROCm,MI300X,MoE-1T-GateUP,28,16384,3840,8192,bf16,PASS,56.19,513.65,135.65,425.53
288,ROCm,MI300X,MoE-1T-Down,28,16384,8192,1920,bf16,PASS,28.91,499.13,70.55,409.08
